function,file,count
MnHesse.cxx:_ZZN4ROOT7Minuit212_GLOBAL__N_117ComputeAnalyticalERKNS0_7FCNBaseERKNS0_12MinimumStateERKNS0_20MnUserTransformationEENK3$_0clERKNSt3__112basic_stringIcNSC_11char_traitsIcEENSC_9allocatorIcEEEE,third_party/root_ref/math/minuit2/src/MnHesse.cxx,1
_ZNK4ROOT7Minuit27MnHesseclERKNS0_5MnFcnERKNS0_12MinimumStateERKNS0_20MnUserTransformationEj,third_party/root_ref/math/minuit2/src/MnHesse.cxx,16
_ZNK4ROOT7Minuit27MnHesseclERKNS0_7FCNBaseERNS0_15FunctionMinimumEj,third_party/root_ref/math/minuit2/src/MnHesse.cxx,4
_ZNK4ROOT7Minuit212MnLineSearchclERKNS0_5MnFcnERKNS0_17MinimumParametersERKNS0_8LAVectorEdRKNS0_18MnMachinePrecisionE,third_party/root_ref/math/minuit2/src/MnLineSearch.cxx,81
_ZN4ROOT7Minuit218MnMachinePrecisionC2Ev,third_party/root_ref/math/minuit2/src/MnMachinePrecision.cxx,191
MnMatrix.cxx:_ZN12_GLOBAL__N_16mnvertERN4ROOT7Minuit211LASymMatrixE,third_party/root_ref/math/minuit2/src/MnMatrix.cxx,55
_ZN4ROOT7Minuit210Outer_prodERNS0_11LASymMatrixERKNS0_8LAVectorEd,third_party/root_ref/math/minuit2/src/MnMatrix.cxx,202
_ZN4ROOT7Minuit210similarityERKNS0_8LAVectorERKNS0_11LASymMatrixE,third_party/root_ref/math/minuit2/src/MnMatrix.cxx,174
_ZN4ROOT7Minuit211LASymMatrixaSERKNS0_5ABObjINS0_3symENS0_18VectorOuterProductINS2_INS0_3vecENS0_8LAVectorEdEEdEEdEE,third_party/root_ref/math/minuit2/src/MnMatrix.cxx,81
_ZN4ROOT7Minuit211eigenvaluesERKNS0_11LASymMatrixE,third_party/root_ref/math/minuit2/src/MnMatrix.cxx,16
_ZN4ROOT7Minuit213inner_productERKNS0_8LAVectorES3_,third_party/root_ref/math/minuit2/src/MnMatrix.cxx,243
_ZN4ROOT7Minuit215sum_of_elementsEPKdj,third_party/root_ref/math/minuit2/src/MnMatrix.cxx,162
_ZN4ROOT7Minuit215sum_of_elementsERKNS0_11LASymMatrixE,third_party/root_ref/math/minuit2/src/MnMatrix.cxx,162
_ZN4ROOT7Minuit26InvertERNS0_11LASymMatrixE,third_party/root_ref/math/minuit2/src/MnMatrix.cxx,95
_ZN4ROOT7Minuit26mndsprEjdPKdPd,third_party/root_ref/math/minuit2/src/MnMatrix.cxx,202
_ZN4ROOT7Minuit27MndaxpyEjdPKdPd,third_party/root_ref/math/minuit2/src/MnMatrix.cxx,581
_ZN4ROOT7Minuit27MndscalEjdPd,third_party/root_ref/math/minuit2/src/MnMatrix.cxx,1140
_ZN4ROOT7Minuit27MndspmvEjdPKdS2_dPd,third_party/root_ref/math/minuit2/src/MnMatrix.cxx,336
_ZN4ROOT7Minuit27mneigenEPdjjjS1_,third_party/root_ref/math/minuit2/src/MnMatrix.cxx,16
_ZN4ROOT7Minuit27MnMinosC2ERKNS0_7FCNBaseERKNS0_15FunctionMinimumERKNS0_10MnStrategyE,third_party/root_ref/math/minuit2/src/MnMinos.cxx,1
_ZN4ROOT7Minuit27MnMinosC2ERKNS0_7FCNBaseERKNS0_15FunctionMinimumEj,third_party/root_ref/math/minuit2/src/MnMinos.cxx,2
_ZNK4ROOT7Minuit27MnMinos14FindCrossValueEijjd,third_party/root_ref/math/minuit2/src/MnMinos.cxx,8
_ZNK4ROOT7Minuit27MnMinos5LovalEjjd,third_party/root_ref/math/minuit2/src/MnMinos.cxx,4
_ZNK4ROOT7Minuit27MnMinos5MinosEjjd,third_party/root_ref/math/minuit2/src/MnMinos.cxx,4
_ZNK4ROOT7Minuit27MnMinos5UpvalEjjd,third_party/root_ref/math/minuit2/src/MnMinos.cxx,4
_ZNK4ROOT7Minuit217MnParabolaFactoryclERKNS0_15MnParabolaPointES4_S4_,third_party/root_ref/math/minuit2/src/MnParabolaFactory.cxx,118
_ZN4ROOT7Minuit215MnParameterScanC2ERKNS0_7FCNBaseERKNS0_16MnUserParametersE,third_party/root_ref/math/minuit2/src/MnParameterScan.cxx,1
_ZN4ROOT7Minuit215MnParameterScanclEjjdd,third_party/root_ref/math/minuit2/src/MnParameterScan.cxx,1
_ZNK4ROOT7Minuit28MnPosDefclERKNS0_12MinimumErrorERKNS0_18MnMachinePrecisionE,third_party/root_ref/math/minuit2/src/MnPosDef.cxx,16
_ZN4ROOT7Minuit211PrefixStackIPKcE3PopEv,third_party/root_ref/math/minuit2/src/MnPrint.cxx,858
_ZN4ROOT7Minuit211PrefixStackIPKcE4PushES3_,third_party/root_ref/math/minuit2/src/MnPrint.cxx,858
_ZN4ROOT7Minuit27MnPrint11GlobalLevelEv,third_party/root_ref/math/minuit2/src/MnPrint.cxx,717
_ZN4ROOT7Minuit27MnPrint7OnelineC1ERKNS0_12MinimumStateEi,third_party/root_ref/math/minuit2/src/MnPrint.cxx,190
_ZN4ROOT7Minuit27MnPrint7OnelineC1ERKNS0_15FunctionMinimumEi,third_party/root_ref/math/minuit2/src/MnPrint.cxx,44
_ZN4ROOT7Minuit27MnPrint7OnelineC2Eddii,third_party/root_ref/math/minuit2/src/MnPrint.cxx,197
_ZN4ROOT7Minuit27MnPrintC2EPKci,third_party/root_ref/math/minuit2/src/MnPrint.cxx,858
_ZN4ROOT7Minuit27MnPrintD2Ev,third_party/root_ref/math/minuit2/src/MnPrint.cxx,858
_ZNK4ROOT7Minuit27MnPrint5LevelEv,third_party/root_ref/math/minuit2/src/MnPrint.cxx,3053
_ZN4ROOT7Minuit26MnScan4ScanEjjdd,third_party/root_ref/math/minuit2/src/MnScan.cxx,1
MnSeedGenerator.cxx:_ZZNK4ROOT7Minuit215MnSeedGeneratorclERKNS0_5MnFcnERKNS0_18GradientCalculatorERKNS0_20MnUserParameterStateERKNS0_10MnStrategyEENK3$_0clERKNSt3__112basic_stringIcNSF_11char_traitsIcEENSF_9allocatorIcEEEE,third_party/root_ref/math/minuit2/src/MnSeedGenerator.cxx,26
_ZNK4ROOT7Minuit215MnSeedGenerator36CallWithAnalyticalGradientCalculatorERKNS0_5MnFcnERKNS0_28AnalyticalGradientCalculatorERKNS0_20MnUserParameterStateERKNS0_10MnStrategyE,third_party/root_ref/math/minuit2/src/MnSeedGenerator.cxx,3
_ZNK4ROOT7Minuit215MnSeedGeneratorclERKNS0_5MnFcnERKNS0_18GradientCalculatorERKNS0_20MnUserParameterStateERKNS0_10MnStrategyE,third_party/root_ref/math/minuit2/src/MnSeedGenerator.cxx,29
_ZN4ROOT7Minuit210MnStrategy14SetLowStrategyEv,third_party/root_ref/math/minuit2/src/MnStrategy.cxx,18
_ZN4ROOT7Minuit210MnStrategy15SetHighStrategyEv,third_party/root_ref/math/minuit2/src/MnStrategy.cxx,1
_ZN4ROOT7Minuit210MnStrategy17SetMediumStrategyEv,third_party/root_ref/math/minuit2/src/MnStrategy.cxx,19
_ZN4ROOT7Minuit210MnStrategyC2Ej,third_party/root_ref/math/minuit2/src/MnStrategy.cxx,37
_ZN4ROOT7Minuit210MnStrategyC2Ev,third_party/root_ref/math/minuit2/src/MnStrategy.cxx,1
_ZN4ROOT7Minuit220MnUserParameterState13SetLowerLimitERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEd,third_party/root_ref/math/minuit2/src/MnUserParameterState.cxx,2
_ZN4ROOT7Minuit220MnUserParameterState13SetLowerLimitEjd,third_party/root_ref/math/minuit2/src/MnUserParameterState.cxx,2
_ZN4ROOT7Minuit220MnUserParameterState3AddERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEdd,third_party/root_ref/math/minuit2/src/MnUserParameterState.cxx,131
_ZN4ROOT7Minuit220MnUserParameterState3FixERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE,third_party/root_ref/math/minuit2/src/MnUserParameterState.cxx,83
_ZN4ROOT7Minuit220MnUserParameterState3FixEj,third_party/root_ref/math/minuit2/src/MnUserParameterState.cxx,97
_ZN4ROOT7Minuit220MnUserParameterState8SetValueEjd,third_party/root_ref/math/minuit2/src/MnUserParameterState.cxx,96
_ZN4ROOT7Minuit220MnUserParameterStateC2ERKNS0_12MinimumStateEdRKNS0_20MnUserTransformationE,third_party/root_ref/math/minuit2/src/MnUserParameterState.cxx,64
_ZN4ROOT7Minuit220MnUserParameterStateC2ERKNS0_16MnUserParametersE,third_party/root_ref/math/minuit2/src/MnUserParameterState.cxx,12
_ZNK4ROOT7Minuit220MnUserParameterState16MinuitParametersEv,third_party/root_ref/math/minuit2/src/MnUserParameterState.cxx,12
_ZNK4ROOT7Minuit220MnUserParameterState18VariableParametersEv,third_party/root_ref/math/minuit2/src/MnUserParameterState.cxx,156
_ZNK4ROOT7Minuit220MnUserParameterState4NameEj,third_party/root_ref/math/minuit2/src/MnUserParameterState.cxx,16
_ZNK4ROOT7Minuit220MnUserParameterState5ErrorEj,third_party/root_ref/math/minuit2/src/MnUserParameterState.cxx,16
_ZNK4ROOT7Minuit220MnUserParameterState5IndexERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE,third_party/root_ref/math/minuit2/src/MnUserParameterState.cxx,85
_ZNK4ROOT7Minuit220MnUserParameterState5ValueEj,third_party/root_ref/math/minuit2/src/MnUserParameterState.cxx,42
_ZNK4ROOT7Minuit220MnUserParameterState6ErrorsEv,third_party/root_ref/math/minuit2/src/MnUserParameterState.cxx,12
_ZNK4ROOT7Minuit220MnUserParameterState6ParamsEv,third_party/root_ref/math/minuit2/src/MnUserParameterState.cxx,44
_ZNK4ROOT7Minuit220MnUserParameterState7Ext2intEjd,third_party/root_ref/math/minuit2/src/MnUserParameterState.cxx,4
_ZNK4ROOT7Minuit220MnUserParameterState7Int2extEjd,third_party/root_ref/math/minuit2/src/MnUserParameterState.cxx,8
_ZNK4ROOT7Minuit220MnUserParameterState8ExtOfIntEj,third_party/root_ref/math/minuit2/src/MnUserParameterState.cxx,8
_ZNK4ROOT7Minuit220MnUserParameterState8IntOfExtEj,third_party/root_ref/math/minuit2/src/MnUserParameterState.cxx,113
_ZNK4ROOT7Minuit220MnUserParameterState9ParameterEj,third_party/root_ref/math/minuit2/src/MnUserParameterState.cxx,380
_ZNK4ROOT7Minuit220MnUserParameterState9PrecisionEv,third_party/root_ref/math/minuit2/src/MnUserParameterState.cxx,44
_ZN4ROOT7Minuit216MnUserParameters13SetLowerLimitEjd,third_party/root_ref/math/minuit2/src/MnUserParameters.cxx,4
_ZN4ROOT7Minuit216MnUserParameters3AddERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEdd,third_party/root_ref/math/minuit2/src/MnUserParameters.cxx,157
_ZN4ROOT7Minuit216MnUserParameters3FixEj,third_party/root_ref/math/minuit2/src/MnUserParameters.cxx,99
_ZN4ROOT7Minuit216MnUserParameters8SetValueEjd,third_party/root_ref/math/minuit2/src/MnUserParameters.cxx,96
_ZNK4ROOT7Minuit216MnUserParameters10ParametersEv,third_party/root_ref/math/minuit2/src/MnUserParameters.cxx,12
_ZNK4ROOT7Minuit216MnUserParameters4NameEj,third_party/root_ref/math/minuit2/src/MnUserParameters.cxx,16
_ZNK4ROOT7Minuit216MnUserParameters5ErrorEj,third_party/root_ref/math/minuit2/src/MnUserParameters.cxx,18
_ZNK4ROOT7Minuit216MnUserParameters5IndexERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE,third_party/root_ref/math/minuit2/src/MnUserParameters.cxx,85
_ZNK4ROOT7Minuit216MnUserParameters5ValueEj,third_party/root_ref/math/minuit2/src/MnUserParameters.cxx,42
_ZNK4ROOT7Minuit216MnUserParameters6ErrorsEv,third_party/root_ref/math/minuit2/src/MnUserParameters.cxx,12
_ZNK4ROOT7Minuit216MnUserParameters6ParamsEv,third_party/root_ref/math/minuit2/src/MnUserParameters.cxx,46
_ZNK4ROOT7Minuit216MnUserParameters9ParameterEj,third_party/root_ref/math/minuit2/src/MnUserParameters.cxx,381
_ZNK4ROOT7Minuit216MnUserParameters9PrecisionEv,third_party/root_ref/math/minuit2/src/MnUserParameters.cxx,44
_ZN4ROOT7Minuit220MnUserTransformation13SetLowerLimitEjd,third_party/root_ref/math/minuit2/src/MnUserTransformation.cxx,4
_ZN4ROOT7Minuit220MnUserTransformation3AddERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEdd,third_party/root_ref/math/minuit2/src/MnUserTransformation.cxx,157
_ZN4ROOT7Minuit220MnUserTransformation3FixEj,third_party/root_ref/math/minuit2/src/MnUserTransformation.cxx,99
_ZN4ROOT7Minuit220MnUserTransformation8SetValueEjd,third_party/root_ref/math/minuit2/src/MnUserTransformation.cxx,96
_ZN4ROOT7Minuit28MnParStrC2ERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE,third_party/root_ref/math/minuit2/src/MnUserTransformation.cxx,242
_ZNK4ROOT7Minuit220MnUserTransformation12Int2extErrorEjdd,third_party/root_ref/math/minuit2/src/MnUserTransformation.cxx,2
_ZNK4ROOT7Minuit220MnUserTransformation17Int2extCovarianceERKNS0_8LAVectorERKNS0_11LASymMatrixE,third_party/root_ref/math/minuit2/src/MnUserTransformation.cxx,31
_ZNK4ROOT7Minuit220MnUserTransformation4NameEj,third_party/root_ref/math/minuit2/src/MnUserTransformation.cxx,58
_ZNK4ROOT7Minuit220MnUserTransformation5ErrorEj,third_party/root_ref/math/minuit2/src/MnUserTransformation.cxx,18
_ZNK4ROOT7Minuit220MnUserTransformation5IndexERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE,third_party/root_ref/math/minuit2/src/MnUserTransformation.cxx,85
_ZNK4ROOT7Minuit220MnUserTransformation5ValueEj,third_party/root_ref/math/minuit2/src/MnUserTransformation.cxx,42
_ZNK4ROOT7Minuit220MnUserTransformation6ErrorsEv,third_party/root_ref/math/minuit2/src/MnUserTransformation.cxx,12
_ZNK4ROOT7Minuit220MnUserTransformation6ParamsEv,third_party/root_ref/math/minuit2/src/MnUserTransformation.cxx,46
_ZNK4ROOT7Minuit220MnUserTransformation7Ext2intEjd,third_party/root_ref/math/minuit2/src/MnUserTransformation.cxx,88
_ZNK4ROOT7Minuit220MnUserTransformation7GetNameEj,third_party/root_ref/math/minuit2/src/MnUserTransformation.cxx,58
_ZNK4ROOT7Minuit220MnUserTransformation7Int2extEjd,third_party/root_ref/math/minuit2/src/MnUserTransformation.cxx,1320
_ZNK4ROOT7Minuit220MnUserTransformation8DInt2ExtEjd,third_party/root_ref/math/minuit2/src/MnUserTransformation.cxx,27
_ZNK4ROOT7Minuit220MnUserTransformation8IntOfExtEj,third_party/root_ref/math/minuit2/src/MnUserTransformation.cxx,161
_ZNK4ROOT7Minuit220MnUserTransformation9ParameterEj,third_party/root_ref/math/minuit2/src/MnUserTransformation.cxx,937
_ZNK4ROOT7Minuit220MnUserTransformationclERKNS0_8LAVectorE,third_party/root_ref/math/minuit2/src/MnUserTransformation.cxx,8
_ZNK4ROOT7Minuit28MnParStrclERKNS0_15MinuitParameterE,third_party/root_ref/math/minuit2/src/MnUserTransformation.cxx,210
_ZNK4ROOT7Minuit224ModularFunctionMinimizer8MinimizeERKNS0_5MnFcnERKNS0_18GradientCalculatorERKNS0_11MinimumSeedERKNS0_10MnStrategyEjd,third_party/root_ref/math/minuit2/src/ModularFunctionMinimizer.cxx,28
_ZNK4ROOT7Minuit224ModularFunctionMinimizer8MinimizeERKNS0_7FCNBaseERKNS0_20MnUserParameterStateERKNS0_10MnStrategyEjd,third_party/root_ref/math/minuit2/src/ModularFunctionMinimizer.cxx,28
_ZNK4ROOT7Minuit220NegativeG2LineSearch13HasNegativeG2ERKNS0_16FunctionGradientERKNS0_18MnMachinePrecisionE,third_party/root_ref/math/minuit2/src/NegativeG2LineSearch.cxx,11
_ZNK4ROOT7Minuit229Numerical2PGradientCalculatorclERKNS0_17MinimumParametersE,third_party/root_ref/math/minuit2/src/Numerical2PGradientCalculator.cxx,28
_ZNK4ROOT7Minuit229Numerical2PGradientCalculatorclERKNS0_17MinimumParametersERKNS0_16FunctionGradientE,third_party/root_ref/math/minuit2/src/Numerical2PGradientCalculator.cxx,104
_ZNK4ROOT7Minuit214SimplexBuilder7MinimumERKNS0_5MnFcnERKNS0_18GradientCalculatorERKNS0_11MinimumSeedERKNS0_10MnStrategyEjd,third_party/root_ref/math/minuit2/src/SimplexBuilder.cxx,1
_ZN4ROOT7Minuit217SimplexParameters6UpdateEdRKNS0_8LAVectorE,third_party/root_ref/math/minuit2/src/SimplexParameters.cxx,8
_ZNK4ROOT7Minuit217SimplexParameters5DirinEv,third_party/root_ref/math/minuit2/src/SimplexParameters.cxx,1
_ZNK4ROOT7Minuit220SimplexSeedGeneratorclERKNS0_5MnFcnERKNS0_18GradientCalculatorERKNS0_20MnUserParameterStateERKNS0_10MnStrategyE,third_party/root_ref/math/minuit2/src/SimplexSeedGenerator.cxx,1
_ZNK4ROOT7Minuit230SqrtLowParameterTransformation7Ext2intEeeRKNS0_18MnMachinePrecisionE,third_party/root_ref/math/minuit2/src/SqrtLowParameterTransformation.cxx,8
_ZNK4ROOT7Minuit230SqrtLowParameterTransformation7Int2extEee,third_party/root_ref/math/minuit2/src/SqrtLowParameterTransformation.cxx,79
_ZNK4ROOT7Minuit230SqrtLowParameterTransformation8DInt2ExtEee,third_party/root_ref/math/minuit2/src/SqrtLowParameterTransformation.cxx,5
VariableMetricBuilder.cxx:_ZZNK4ROOT7Minuit221VariableMetricBuilder7MinimumERKNS0_5MnFcnERKNS0_18GradientCalculatorERKNS0_11MinimumSeedERKNS0_10MnStrategyEjdENK3$_0clERKNSt3__112basic_stringIcNSF_11char_traitsIcEENSF_9allocatorIcEEEE,third_party/root_ref/math/minuit2/src/VariableMetricBuilder.cxx,27
_ZNK4ROOT7Minuit221VariableMetricBuilder7MinimumERKNS0_5MnFcnERKNS0_18GradientCalculatorERKNS0_11MinimumSeedERKNS0_10MnStrategyEjd,third_party/root_ref/math/minuit2/src/VariableMetricBuilder.cxx,27
_ZNK4ROOT7Minuit221VariableMetricBuilder7MinimumERKNS0_5MnFcnERKNS0_18GradientCalculatorERKNS0_11MinimumSeedERNSt3__16vectorINS0_12MinimumStateENSB_9allocatorISD_EEEEjd,third_party/root_ref/math/minuit2/src/VariableMetricBuilder.cxx,27
_ZNK4ROOT7Minuit221VariableMetricBuilder9AddResultERNSt3__16vectorINS0_12MinimumStateENS2_9allocatorIS4_EEEERKS4_,third_party/root_ref/math/minuit2/src/VariableMetricBuilder.cxx,119
_ZNK4ROOT7Minuit226VariableMetricEDMEstimator8EstimateERKNS0_16FunctionGradientERKNS0_12MinimumErrorE,third_party/root_ref/math/minuit2/src/VariableMetricEDMEstimator.cxx,125
Util.cxx:_ZN12_GLOBAL__N_19printTimeINSt3__16chrono8durationIxNS1_5ratioILl1ELl1000000000EEEEEEENS1_12basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEET_,third_party/root_ref/math/minuit2/src/math/Util.cxx,69
_ZN4ROOT4Math4Util11TimingScopeC2ENSt3__18functionIFvRKNS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEEEEESC_,third_party/root_ref/math/minuit2/src/math/Util.cxx,69
_ZN4ROOT4Math4Util11TimingScopeD2Ev,third_party/root_ref/math/minuit2/src/math/Util.cxx,69
